Date,Open,High,Low,Close,TR1,+DM1,-DM1,TR14,+DM14,-DM14,+DI14,-DI14,DI14 Diff,DI14 Sum,DX,ADX,Trend,Up/Down,Decision,USD,BTC,Value (USD)
2/14/14 12:00,618.2,624.19,609.78,613.79,14.41,3.77,0,306.280183,81.30748446,72.01600485,26.54676632,23.51311278,3.033653537,50.0598791,6.060049668,26.16152106,Current Trend,Up,,1000000,0,1000000
2/14/14 13:00,613.79,632.19,615.66,619.78,18.4,8,0,302.8030271,83.49980699,66.8720045,27.57561832,22.08432497,5.49129335,49.65994328,11.05779223,25.08268329,Current Trend,Up,,1000000,0,1000000
2/14/14 14:00,619.78,636.01,620.09,621.74,16.23,3.82,0,297.4042394,81.35553507,62.09543275,27.35520355,20.87913504,6.476068515,48.23433859,13.42626167,24.25008174,,Up,,1000000,0,1000000
2/14/14 15:00,621.74,667.5,621.36,658.26,46.14,31.49,0,322.3010795,107.0344254,57.6600447,33.20945297,17.89011839,15.31933458,51.09957137,29.97937981,24.65931732,,Up,,1000000,0,1000000
2/14/14 16:00,658.26,708.22,657.2,668.72,51.02,40.72,0,350.2995738,140.1091093,53.54147008,39.99693971,15.28448051,24.7124592,55.28142021,44.70301071,26.0910097,New Trend,Up,Buy,0,1781.927689,1000000
2/14/14 17:00,668.72,685.1,657.87,663.44,27.23,0,0,352.5081757,130.1013158,49.71707936,36.90731869,14.10380887,22.80350982,51.01112756,44.70301071,27.42043835,Current Trend,Up,,0,1781.927689,1025998.325
2/14/14 18:00,663.44,664.06,654.18,663.42,9.88,0,3.69,337.2090203,120.8083647,49.8558594,35.8259588,14.78485343,21.04110537,50.61081223,41.57432857,28.43143051,Current Trend,Up,,0,1781.927689,1062991.144
2/14/14 19:00,663.42,680.81,658.22,659.18,22.59,16.75,0,335.7126617,128.9291958,46.29472659,38.40462708,13.78998527,24.61464181,52.19461235,47.15935362,29.7691393,Current Trend,Up,,0,1781.927689,1043318.662
2/14/14 20:00,659.18,656.73,640.17,643.63,19.01,0,18.05,330.7431858,119.7199675,61.0379604,36.19725897,18.45479001,17.74246896,54.65204897,32.46441679,29.96165912,Current Trend,Up,,0,1781.927689,1035513.819
2/14/14 21:00,643.63,650.61,644.9,647.02,6.98,0,0,314.0986726,111.1685412,56.67810609,35.39287204,18.04468183,17.34819021,53.43755386,32.46441679,30.14042752,Current Trend,Up,,0,1781.927689,1014807.819
2/14/14 22:00,647.02,667.93,645.96,658.26,21.97,17.32,0,313.6330531,120.5479312,52.62966994,38.43597796,16.7806516,21.65532636,55.21662956,39.21884862,30.78888617,Current Trend,Up,,0,1781.927689,1030078.939
2/14/14 23:00,658.26,661,655.38,656.87,5.62,0,0,296.8506922,111.9373646,48.8704078,37.70830508,16.46295902,21.24534606,54.17126411,39.21884862,31.39102635,Current Trend,Up,,0,1781.927689,1066376.806
2/15/14 0:00,656.31,657.41,654.11,654.83,3.3,0,1.27,278.9470713,103.9418386,46.64966439,37.26220825,16.72348241,20.53872584,53.98569065,38.04475888,31.86629296,Current Trend,Up,,0,1781.927689,1083608.047
2/15/14 1:00,649.82,651.19,648.5,650.51,2.69,0,5.61,261.7122805,96.51742155,48.9275455,36.87921002,18.69516609,18.18404393,55.5743761,32.72019446,31.92728592,Current Trend,Up,,0,1781.927689,1101587.698
2/15/14 2:00,645.7,647.09,643.32,644.4,3.77,0,5.18,246.7885462,89.62332002,50.61272082,36.31583451,20.50853721,15.8072973,56.82437172,27.81781271,31.63375212,Current Trend,Up,,0,1781.927689,1093729.396
2/15/14 3:00,640.56,640.56,638.74,638.84,1.82,0,4.58,230.9807929,83.2216543,51.57752648,36.02968596,22.32979021,13.69989575,58.35947617,23.47501494,31.05098518,Current Trend,Up,,0,1781.927689,1104403.143
2/15/14 4:00,641.91,642.51,640.98,640.1,1.53,1.95,0,216.0121648,79.22725042,47.89341745,36.677217,22.17162977,14.50558722,58.84884677,24.64888952,30.59369263,Current Trend,Up,,0,1781.927689,1107895.722
2/15/14 5:00,629.74,633.13,629.27,633.82,3.86,0,11.71,204.4427245,73.56816111,56.18245906,35.98472937,27.48078182,8.503947546,63.46551119,13.39932096,29.36552323,Current Trend,Up,,0,1781.927689,1172971.721
2/15/14 6:00,640.98,644.39,639.2,642.33,5.19,11.26,0,195.0296727,79.57329246,52.16942627,40.80060811,26.74948152,14.05112658,67.55008963,20.80104802,28.753775,Current Trend,Up,,0,1781.927689,1191610.684
2/15/14 7:00,652.41,655.83,652.41,654.86,3.42,11.44,0,184.5189818,85.32948585,48.44303868,46.2442861,26.25368848,19.99059761,72.49797458,27.57400842,28.66950596,Current Trend,Up,,0,1781.927689,1182202.106
